"","accommodates","bedrooms","beds","city","experience_stay","host_listings_count","host_has_profile_pic","listing_price","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","instant_bookable","private_stay"
"23018",1,1,1,"SantaClara",0,1,"t",70,7,1125,8,5,"f",0
"23019",2,1,1,"SantaClara",0,53,"t",50,1,365,14,4.79,"f",0
"23020",4,1,2,"SantaClara",0,4,"t",103,2,27,121,4.98,"f",1
"23021",1,1,1,"SantaClara",0,2,"t",50,90,90,4,4.75,"f",0
"23022",2,1,1,"SantaClara",0,31,"t",65,4,365,25,4.88,"f",0
"23023",6,2,3,"SantaClara",0,1,"t",175,31,1125,4,5,"f",1
"23024",1,1,1,"SantaClara",0,1,"t",60,31,1125,19,4.95,"f",0
"23025",1,1,1,"SantaClara",0,3,"t",61,1,28,14,5,"t",0
"23026",10,5,6,"SantaClara",0,1,"t",226,1,90,29,4.86,"f",1
"23027",1,1,1,"SantaClara",0,5,"t",59,30,1125,2,5,"f",0
"23028",2,1,1,"SantaClara",0,3,"t",81,1,28,15,4.73,"t",0
"23029",4,2,2,"SantaClara",0,4,"t",96,1,25,1,5,"f",0
"23030",2,1,1,"SantaClara",0,1,"t",179,2,365,1,5,"f",1
"23031",1,1,1,"SantaClara",0,3,"t",34,32,1125,13,5,"f",0
"23032",2,1,1,"SantaClara",0,53,"t",51,1,365,4,5,"f",0
"23033",6,3,5,"SantaClara",0,2,"t",285,2,1125,82,4.98,"f",1
"23034",2,1,2,"SantaClara",0,2,"t",69,30,45,1,5,"f",1
"23035",2,1,1,"SantaClara",0,1,"t",96,24,1125,8,4.75,"f",0
"23036",1,1,1,"SantaClara",0,4,"t",65,2,1125,2,5,"t",0
"23037",4,2,2,"SantaClara",0,1501,"t",108,31,731,5,5,"f",1
"23038",2,1,1,"SantaClara",0,4,"t",58,2,365,1,5,"f",0
"23039",1,1,1,"SantaClara",0,2,"t",60,80,1125,7,4.57,"f",0
"23040",2,1,1,"SantaClara",0,5,"t",91,2,1125,80,4.84,"t",1
"23041",4,1,4,"SantaClara",0,43,"t",95,30,1125,25,4.76,"f",0
"23042",2,1,1,"SantaClara",0,1,"t",70,1,1125,80,4.83,"t",0
"23043",1,1,1,"SantaClara",0,3,"t",60,1,28,17,5,"t",0
"23044",2,1,1,"SantaClara",0,1,"t",66,1,12,10,4.6,"f",0
"23045",5,2,4,"SantaClara",0,6,"t",169,1,28,29,4.72,"f",1
"23046",1,1,1,"SantaClara",0,3,"t",83,1,1125,2,5,"f",0
"23047",2,1,1,"SantaClara",0,7,"t",89,3,150,1,5,"f",1
"23048",1,1,1,"SantaClara",0,1,"t",55,4,90,9,5,"f",0
"23049",2,1,2,"SantaClara",0,2,"t",41,1,5,111,4.88,"f",0
"23050",10,4,5,"SantaClara",0,1,"t",212,2,1125,1,5,"f",1
"23051",1,2,4,"SantaClara",0,2,"t",93,55,365,44,4.35,"f",0
"23052",2,1,1,"SantaClara",0,4807,"t",186,31,1125,1,5,"f",1
"23053",1,1,1,"SantaClara",0,1,"t",90,31,190,67,4.82,"f",0
"23054",13,3,8,"SantaClara",0,2,"t",211,2,1125,35,4.83,"f",1
"23055",1,1,1,"SantaClara",0,1,"t",92,2,1125,80,4.75,"f",0
"23056",2,1,1,"SantaClara",0,15,"t",126,3,1125,4,5,"t",1
"23057",16,4,5,"SantaClara",0,1,"t",399,1,1125,123,4.71,"t",1
"23058",2,1,1,"SantaClara",0,11,"t",74,4,1125,29,4.39,"f",0
"23059",1,1,1,"SantaClara",0,5,"t",59,30,1125,2,3,"f",0
"23060",1,1,1,"SantaClara",0,2,"t",68,3,28,33,4.97,"f",0
"23061",5,2,2,"SantaClara",0,15,"t",140,3,90,26,4.77,"t",1
"23062",6,2,2,"SantaClara",0,15,"t",174,3,60,13,4.69,"t",1
"23063",1,1,1,"SantaClara",0,2,"t",49,30,1125,3,5,"t",0
"23064",2,1,1,"SantaClara",0,1,"t",85,1,35,7,4.57,"f",1
"23065",4,2,2,"SantaClara",0,1,"t",158,2,180,120,4.9,"f",1
"23066",2,1,2,"SantaClara",0,3,"t",99,2,1125,5,5,"f",0
"23067",1,1,1,"SantaClara",0,3,"t",105,30,1125,8,4.88,"t",0
"23068",3,1,1,"SantaClara",0,1,"t",68,2,1125,1,5,"f",0
"23069",1,1,1,"SantaClara",0,1,"t",110,31,1125,30,4.97,"t",0
"23070",2,1,1,"SantaClara",0,2,"t",68,4,1125,58,4.9,"f",0
"23071",1,1,1,"SantaClara",0,10,"t",57,1,1125,29,4.93,"f",0
"23072",4,1,1,"SantaClara",0,2,"t",179,1,28,7,4.86,"t",0
"23073",3,1,1,"SantaClara",0,5,"t",99,1,365,1,5,"t",1
"23074",16,6,9,"SantaClara",0,4,"t",355,2,27,13,5,"f",1
"23075",2,1,1,"SantaClara",0,15,"t",97,3,1125,49,4.63,"f",1
"23076",2,1,1,"SantaClara",0,2,"t",80,1,60,14,5,"f",0
"23077",3,1,1,"SantaClara",0,9,"t",349,1,1125,18,5,"f",1
"23078",8,4,5,"SantaClara",0,31,"t",319,2,85,135,4.88,"f",1
"23079",2,1,1,"SantaClara",0,1,"t",160,2,182,83,4.98,"f",1
"23080",2,1,1,"SantaClara",0,1,"t",111,2,1125,11,4.91,"f",1
"23081",2,1,1,"SantaClara",0,22,"t",49,1,28,68,4.5,"f",0
"23082",2,1,1,"SantaClara",0,56,"t",35,1,100,128,4.56,"f",0
"23083",4,2,2,"SantaClara",0,11,"t",117,2,365,7,4.29,"t",1
"23084",2,1,2,"SantaClara",0,6,"t",200,3,1125,3,4.67,"f",1
"23085",9,3,3,"SantaClara",0,6,"t",221,1,1125,134,4.61,"f",1
"23086",1,1,1,"SantaClara",0,2,"t",49,30,1125,13,4.77,"t",0
"23087",2,1,1,"SantaClara",0,1,"t",59,3,30,38,4.95,"f",0
"23088",2,1,1,"SantaClara",0,1501,"t",173,31,731,2,5,"f",1
"23089",3,1,2,"SantaClara",0,2,"t",66,1,7,33,4.94,"f",0
"23090",4,2,2,"SantaClara",0,5,"t",179,3,1125,60,4.93,"t",1
"23091",3,1,2,"SantaClara",0,1,"t",102,1,1125,66,4.91,"t",0
"23092",4,2,2,"SantaClara",0,1,"t",139,2,1125,302,4.9,"f",1
"23093",4,1,2,"SantaClara",0,2,"t",104,2,1125,191,4.81,"f",1
"23094",5,2,2,"SantaClara",0,20,"t",161,3,365,12,4.83,"f",1
"23095",1,1,1,"SantaClara",0,3,"t",65,10,1125,8,4.25,"t",0
"23096",1,1,1,"SantaClara",0,7,"t",55,1,1125,73,4.74,"f",0
"23097",1,1,1,"SantaClara",0,2,"t",79,3,28,2,5,"f",0
"23098",1,1,1,"SantaClara",0,1,"t",60,30,1000,10,4.7,"f",0
"23099",2,1,1,"SantaClara",0,4,"t",69,5,1125,11,4.82,"f",0
"23100",6,2,2,"SantaClara",0,1,"t",199,4,1125,9,4.78,"f",1
"23101",1,1,1,"SantaClara",0,6,"t",55,20,1125,16,4.94,"f",0
"23102",2,1,3,"SantaClara",0,8,"t",85,1,1125,2,5,"t",0
"23103",1,1,1,"SantaClara",0,4,"t",100,30,1125,72,4.93,"f",0
"23104",1,1,1,"SantaClara",0,3,"t",109,7,1125,28,5,"f",1
"23105",3,1,1,"SantaClara",0,1,"t",229,4,365,1,5,"f",0
"23106",1,1,1,"SantaClara",0,5,"t",85,48,300,70,4.93,"f",0
"23107",1,1,1,"SantaClara",0,2,"t",50,7,1125,3,5,"t",0
"23108",1,1,1,"SantaClara",0,1,"t",54,2,180,67,4.95,"f",0
"23109",6,4,7,"SantaClara",0,6,"t",250,3,1125,11,4.36,"f",1
"23110",2,1,1,"SantaClara",0,1,"t",100,2,14,49,4.98,"f",0
"23111",5,1,2,"SantaClara",0,1,"t",229,30,1125,57,4.84,"f",1
"23112",3,1,2,"SantaClara",0,5,"t",79,3,365,15,4.8,"f",1
"23113",2,1,1,"SantaClara",0,70,"t",46,2,90,4,4.25,"f",0
"23114",1,1,1,"SantaClara",0,75,"t",39,2,90,13,4.31,"f",0
"23115",3,3,3,"SantaClara",0,38,"t",255,6,1125,8,3.67,"f",1
"23116",1,1,1,"SantaClara",0,6,"t",45,20,1125,14,4.93,"f",0
"23117",2,1,1,"SantaClara",0,2,"t",104,4,30,75,4.96,"f",0
"23118",2,1,NA,"SantaClara",0,22,"t",49,1,28,3,5,"t",0
"23119",4,2,2,"SantaClara",0,2,"t",162,1,185,10,4.9,"f",0
"23120",2,1,2,"SantaClara",0,4,"t",62,28,150,28,4.79,"t",0
"23121",5,2,3,"SantaClara",0,1,"t",120,4,1125,2,5,"f",1
"23122",3,1,1,"SantaClara",0,5,"t",77,3,1125,20,4.9,"f",1
"23123",2,1,1,"SantaClara",0,2,"t",127,1,14,18,4.89,"f",0
"23124",1,1,1,"SantaClara",0,2,"t",69,4,90,3,5,"f",0
"23125",2,1,1,"SantaClara",0,1501,"t",192,31,731,2,5,"f",1
"23126",3,1,1,"SantaClara",0,70,"t",55,2,90,1,5,"f",0
"23127",1,5,5,"SantaClara",0,2,"t",60,180,365,1,5,"t",0
"23128",3,1,2,"SantaClara",0,75,"t",57,2,90,17,4.47,"f",0
"23129",2,1,1,"SantaClara",0,2,"t",85,7,14,3,5,"f",0
"23130",10,5,7,"SantaClara",0,38,"t",333,31,1125,64,4.88,"f",1
"23131",11,5,7,"SantaClara",0,1,"t",160,1,1125,256,4.79,"f",1
"23132",9,5,8,"SantaClara",0,38,"t",325,3,365,6,4.67,"f",1
"23133",1,1,1,"SantaClara",0,7,"t",54,1,1125,47,4.53,"f",0
"23134",2,1,1,"SantaClara",0,7,"t",85,2,1125,8,5,"f",0
"23135",3,1,2,"SantaClara",0,28,"t",52,1,365,8,4.63,"f",0
"23136",6,2,3,"SantaClara",0,2,"t",286,2,365,14,4.79,"f",1
"23137",4,1,2,"SantaClara",0,75,"t",55,2,90,46,4.7,"f",0
"23138",2,1,1,"SantaClara",0,70,"t",42,2,90,3,3.33,"f",0
"23139",2,1,1,"SantaClara",0,8,"t",100,20,100,67,4.97,"f",0
"23140",1,1,1,"SantaClara",0,6,"t",65,30,1125,32,4.57,"f",0
"23141",1,1,1,"SantaClara",0,3,"t",28,32,1125,9,5,"f",0
"23142",4,2,2,"SantaClara",0,70,"t",151,1,90,2,4.5,"f",1
"23143",2,1,2,"SantaClara",0,38,"t",180,2,60,6,4.67,"f",1
"23144",1,1,1,"SantaClara",0,24,"t",53,30,365,1,5,"f",0
"23145",1,1,1,"SantaClara",0,3,"t",124,30,60,32,4.72,"f",0
"23146",1,1,1,"SantaClara",0,40,"t",45,1,365,8,4.63,"f",0
"23147",10,3,6,"SantaClara",0,1,"t",195,1,28,21,4.9,"f",1
"23148",2,1,1,"SantaClara",0,1501,"t",102,31,731,3,5,"f",1
"23149",2,1,1,"SantaClara",0,70,"t",43,2,90,8,4.25,"f",0
"23150",1,1,1,"SantaClara",0,2,"t",129,28,28,19,4.95,"f",0
"23151",7,3,3,"SantaClara",0,1,"t",212,2,1125,18,4.5,"f",1
"23152",2,1,1,"SantaClara",0,1501,"t",151,31,731,6,4.83,"f",1
"23153",2,1,1,"SantaClara",0,6,"t",80,1,1125,167,4.89,"f",0
"23154",1,1,1,"SantaClara",0,11,"t",73,6,1125,7,5,"f",0
"23155",10,4,6,"SantaClara",0,3,"t",314,2,1125,3,5,"t",1
"23156",1,1,1,"SantaClara",0,1,"t",75,2,1125,23,4.74,"f",0
"23157",4,1,2,"SantaClara",0,75,"t",61,2,90,12,4.5,"f",0
"23158",2,1,1,"SantaClara",0,1501,"t",160,31,731,4,4.75,"f",1
"23159",4,1,2,"SantaClara",0,2,"t",159,2,180,28,4.57,"f",0
"23160",1,1,2,"SantaClara",0,1,"t",89,1,1125,5,4.8,"f",0
"23161",4,2,2,"SantaClara",0,1501,"t",124,31,731,2,4,"f",1
"23162",3,1,1,"SantaClara",0,5,"t",92,3,1125,12,4.8,"f",1
"23163",2,1,1,"SantaClara",0,3,"t",56,1,1125,120,4.81,"f",0
"23164",2,2,2,"SantaClara",0,5,"t",142,28,1000,42,4.98,"f",0
"23165",1,1,1,"SantaClara",0,75,"t",40,2,90,5,4.4,"f",0
"23166",8,4,4,"SantaClara",0,1501,"t",330,31,731,1,5,"f",1
"23167",2,1,1,"SantaClara",0,1501,"t",95,31,731,1,5,"f",1
"23168",2,1,1,"SantaClara",0,1,"t",250,1,7,12,5,"f",0
"23169",4,2,2,"SantaClara",0,53,"t",91,2,365,29,4.79,"f",1
"23170",6,3,3,"SantaClara",0,1,"t",220,2,365,1,4,"f",1
"23171",1,1,1,"SantaClara",0,6,"t",70,30,1125,9,5,"f",0
"23172",2,1,1,"SantaClara",0,38,"t",170,1,30,1,5,"f",1
"23173",8,3,4,"SantaClara",0,9,"t",395,31,365,39,4.87,"f",1
"23174",6,3,4,"SantaClara",0,203,"t",229,31,1125,2,4.5,"f",1
"23175",6,3,3,"SantaClara",0,1,"t",201,30,1125,5,4.8,"f",1
"23176",4,2,2,"SantaClara",0,4807,"t",145,31,1125,2,4.5,"f",1
"23177",4,2,2,"SantaClara",0,4807,"t",183,31,1125,1,5,"f",1
"23178",1,2,2,"SantaClara",0,1,"t",100,3,120,7,4.57,"t",0
"23179",8,4,6,"SantaClara",0,1,"t",499,1,1125,15,4.93,"t",1
"23180",2,1,1,"SantaClara",0,2,"t",280,1,1125,1,5,"f",0
"23181",2,1,2,"SantaClara",0,1,"t",153,1,1125,130,4.98,"t",1
"23182",2,1,1,"SantaClara",0,38,"t",145,3,1125,51,4.47,"f",1
"23183",2,1,1,"SantaClara",0,1,"t",70,31,95,26,4.62,"f",0
"23184",2,1,1,"SantaClara",0,2,"t",126,3,20,17,5,"f",1
"23185",4,1,1,"SantaClara",0,11,"t",121,1,28,33,4.82,"f",1
"23186",4,2,3,"SantaClara",0,1,"t",140,30,360,3,5,"t",1
"23187",6,2,3,"SantaClara",0,11,"t",107,1,28,62,4.73,"t",1
"23188",5,2,3,"SantaClara",0,1,"t",185,30,365,7,5,"f",1
"23189",4,1,1,"SantaClara",0,8,"t",100,28,365,2,4.5,"f",1
"23190",4,2,2,"SantaClara",0,1501,"t",125,31,731,9,4.56,"f",1
"23191",1,1,1,"SantaClara",0,20,"t",100,2,1125,3,5,"f",0
"23192",2,1,1,"SantaClara",0,2,"t",113,5,500,221,4.91,"f",1
"23193",1,1,1,"SantaClara",0,38,"t",87,5,1125,26,4.2,"t",0
"23194",8,4,4,"SantaClara",0,1,"t",207,2,60,30,4.9,"f",1
"23195",7,3,5,"SantaClara",0,1,"t",260,2,28,18,5,"f",1
"23196",6,3,3,"SantaClara",0,203,"t",255,4,365,2,4.5,"f",1
"23197",2,1,1,"SantaClara",0,18,"t",62,3,365,7,4.86,"f",0
"23198",2,1,1,"SantaClara",0,53,"t",60,1,365,5,4.8,"f",0
"23199",2,1,1,"SantaClara",0,53,"t",115,1,365,2,5,"f",0
"23200",1,1,1,"SantaClara",0,2,"t",68,1,1125,65,4.86,"f",0
"23201",2,1,1,"SantaClara",0,6,"t",65,4,1125,50,4.88,"f",0
"23202",4,2,3,"SantaClara",0,1,"t",350,29,29,1,5,"f",1
"23203",2,1,1,"SantaClara",0,6,"t",80,1,1125,358,4.87,"f",0
"23204",5,2,2,"SantaClara",0,4,"t",173,2,1125,1,5,"t",1
"23205",8,3,3,"SantaClara",0,9,"t",213,3,365,3,5,"f",1
"23206",4,1,2,"SantaClara",0,1,"t",102,2,90,23,4.78,"f",1
"23207",4,1,1,"SantaClara",0,8,"t",114,2,31,54,4.93,"f",1
"23208",8,3,5,"SantaClara",0,2,"t",443,28,365,5,5,"f",1
"23209",2,1,1,"SantaClara",0,18,"t",66,3,365,5,4.8,"f",0
"23210",6,2,3,"SantaClara",0,45,"t",185,28,45,133,4.8,"f",1
"23211",1,1,1,"SantaClara",0,3,"t",65,1,365,2,5,"t",0
"23212",4,2,2,"SantaClara",0,12,"t",97,1,90,2,5,"f",1
"23213",2,1,1,"SantaClara",0,2,"t",150,3,13,22,4.73,"f",1
"23214",9,4,4,"SantaClara",0,1,"t",116,2,365,3,4.67,"f",1
"23215",2,1,1,"SantaClara",0,18,"t",62,3,365,5,4.8,"f",0
"23216",10,4,6,"SantaClara",0,2,"t",225,2,1125,136,4.85,"t",1
"23217",4,1,2,"SantaClara",0,3,"t",111,1,28,8,5,"f",0
"23218",4,2,2,"SantaClara",0,2,"t",211,2,1125,55,4.91,"f",1
"23219",10,4,6,"SantaClara",0,6,"t",745,1,28,9,5,"f",1
"23220",2,1,1,"SantaClara",0,4807,"t",208,31,1125,1,5,"f",1
"23221",6,3,4,"SantaClara",0,9,"t",241,28,365,113,4.96,"t",1
"23222",2,1,1,"SantaClara",0,1,"t",249,7,45,1,5,"f",1
"23223",6,2,2,"SantaClara",0,11,"t",123,2,28,48,4.63,"f",1
"23224",6,1,6,"SantaClara",0,4,"t",39,30,1125,5,5,"f",0
"23225",7,3,4,"SantaClara",0,11,"t",140,1,28,62,4.77,"f",1
"23226",7,3,4,"SantaClara",0,2,"t",400,3,1125,18,5,"f",1
"23227",6,3,3,"SantaClara",0,15,"t",219,3,1125,114,4.67,"f",1
"23228",3,1,2,"SantaClara",0,16,"t",159,30,1125,6,4.67,"t",1
"23229",2,1,1,"SantaClara",0,3,"t",50,5,1124,29,4.93,"f",1
"23230",2,1,1,"SantaClara",0,1,"t",159,3,1125,13,4.85,"f",1
"23231",2,1,1,"SantaClara",0,1,"t",90,2,365,3,5,"f",0
"23232",2,1,1,"SantaClara",0,8,"t",59,2,1125,38,4.61,"f",0
"23233",2,1,1,"SantaClara",0,3,"t",75,1,90,9,5,"f",0
"23234",6,3,3,"SantaClara",0,2,"t",240,1,28,69,4.87,"f",1
"23235",11,4,5,"SantaClara",0,6,"t",210,2,1125,31,4.65,"f",1
"23236",5,4,4,"SantaClara",0,18,"t",200,7,365,35,4.89,"f",1
"23237",9,4,6,"SantaClara",0,38,"t",302,3,1125,92,4.88,"f",1
"23238",2,1,2,"SantaClara",0,2,"t",72,2,28,118,4.99,"f",0
"23239",4,2,2,"SantaClara",0,1,"t",180,21,1125,8,5,"f",1
"23240",1,1,1,"SantaClara",0,5,"t",64,4,28,1,5,"f",0
"23241",4,2,2,"SantaClara",0,4807,"t",180,31,1125,1,5,"f",1
"23242",16,5,8,"SantaClara",0,12,"t",271,2,1125,16,5,"f",1
"23243",6,3,3,"SantaClara",0,2,"t",349,2,1125,65,4.88,"f",1
"23244",4,2,2,"SantaClara",0,1501,"t",135,31,731,5,5,"f",1
"23245",2,1,1,"SantaClara",0,13,"t",82,31,1125,3,4.33,"f",1
"23246",2,1,1,"SantaClara",0,1,"t",280,1,1125,4,4.5,"t",0
"23247",2,1,1,"SantaClara",0,1501,"t",115,31,731,1,5,"f",1
"23248",3,1,2,"SantaClara",0,13,"t",82,31,365,4,5,"f",1
"23249",2,1,1,"SantaClara",0,2,"t",150,90,1125,6,5,"f",0
"23250",6,3,3,"SantaClara",0,1,"t",375,4,1125,35,4.94,"t",1
"23251",2,1,1,"SantaClara",0,1,"t",129,2,1125,31,4.8,"f",0
"23252",8,4,4,"SantaClara",0,31,"t",364,2,180,4,5,"f",1
"23253",2,1,1,"SantaClara",0,4,"t",69,30,1125,1,5,"f",0
"23254",2,1,1,"SantaClara",0,70,"t",57,2,90,1,5,"f",0
"23255",2,1,1,"SantaClara",0,10,"t",79,1,365,5,5,"f",0
"23256",7,3,3,"SantaClara",0,10,"t",337,3,365,6,5,"f",1
"23257",2,1,1,"SantaClara",0,1,"t",85,30,1125,10,5,"f",0
"23258",2,1,1,"SantaClara",0,1501,"t",116,31,731,4,4.25,"f",1
"23259",12,5,8,"SantaClara",0,45,"t",302,28,31,30,4.8,"t",1
"23260",1,1,1,"SantaClara",0,1,"t",78,1,1125,1,5,"f",0
"23261",3,1,1,"SantaClara",0,12,"t",95,28,1125,7,4.29,"t",1
"23262",11,4,5,"SantaClara",0,3,"t",297,1,28,2,5,"f",1
"23263",9,4,7,"SantaClara",0,38,"t",309,3,1125,83,4.88,"f",1
"23264",4,2,2,"SantaClara",0,1,"t",94,1,1125,129,4.88,"f",0
"23265",2,1,1,"SantaClara",0,2,"t",123,1,365,1,4,"t",0
"23266",8,4,5,"SantaClara",0,10,"t",338,3,365,6,5,"f",1
"23267",1,1,1,"SantaClara",0,3,"t",89,30,1125,26,4.73,"f",0
"23268",6,3,3,"SantaClara",0,3,"t",209,2,1125,90,4.84,"t",1
"23269",2,2,1,"SantaClara",0,3,"t",45,2,25,6,4.5,"t",1
"23270",2,1,1,"SantaClara",0,1501,"t",171,31,731,1,5,"f",1
"23271",2,1,1,"SantaClara",0,3,"t",68,2,1125,142,4.85,"f",0
"23272",1,1,1,"SantaClara",0,2,"t",73,14,365,3,5,"f",0
"23273",6,3,3,"SantaClara",0,1501,"t",171,31,731,1,5,"f",1
"23274",6,3,4,"SantaClara",0,1,"t",190,1,25,38,4.84,"f",1
"23275",4,1,2,"SantaClara",0,4,"t",112,2,1125,56,4.84,"t",1
"23276",5,2,2,"SantaClara",0,12,"t",157,3,365,6,5,"t",1
"23277",6,1,5,"SantaClara",0,18,"t",209,3,365,24,4.88,"f",1
"23278",4,1,1,"SantaClara",0,3,"t",150,1,1125,4,5,"f",1
"23279",8,4,4,"SantaClara",0,203,"t",402,3,365,2,4.5,"f",1
"23280",4,2,2,"SantaClara",0,53,"t",104,1,365,1,5,"f",1
"23281",6,2,3,"SantaClara",0,53,"t",169,31,90,15,4.87,"f",1
"23282",8,4,4,"SantaClara",0,25,"t",260,1,100,78,4.71,"t",1
"23283",4,2,2,"SantaClara",0,7,"t",164,3,365,1,5,"f",0
"23284",2,1,1,"SantaClara",0,4807,"t",180,31,1125,3,4,"f",1
"23285",6,2,4,"SantaClara",0,4,"t",152,2,1125,85,4.93,"t",1
"23286",6,3,3,"SantaClara",0,30,"t",243,3,360,17,4.94,"f",1
"23287",4,1,2,"SantaClara",0,3,"t",119,30,240,1,5,"f",1
"23288",2,1,1,"SantaClara",0,1,"t",116,2,1125,112,4.89,"f",0
"23289",2,1,1,"SantaClara",0,53,"t",37,30,1125,55,4.73,"f",0
"23290",3,1,1,"SantaClara",0,1,"t",185,1,1125,9,5,"t",1
"23291",6,3,3,"SantaClara",0,53,"t",266,2,90,12,5,"f",1
"23292",2,1,1,"SantaClara",0,45,"t",72,28,30,34,4.79,"f",0
"23293",1,1,1,"SantaClara",0,3,"t",109,7,28,15,4.93,"f",1
"23294",4,2,2,"SantaClara",0,12,"t",166,3,365,24,4.92,"t",1
"23295",1,1,4,"SantaClara",0,14,"t",30,30,1125,36,4.83,"f",0
"23296",1,1,4,"SantaClara",0,14,"t",30,30,1125,40,4.87,"f",0
"23297",1,1,4,"SantaClara",0,14,"t",30,14,1125,45,4.93,"f",0
"23298",1,1,4,"SantaClara",0,14,"t",33,30,1124,52,4.94,"f",0
"23299",10,4,5,"SantaClara",0,1,"t",425,3,1125,96,4.86,"f",1
"23300",1,1,4,"SantaClara",0,14,"t",32,30,1125,28,4.93,"f",0
"23301",1,1,4,"SantaClara",0,14,"t",30,30,1125,48,4.92,"f",0
"23302",2,1,1,"SantaClara",0,18,"t",90,30,365,3,5,"f",0
"23303",2,1,1,"SantaClara",0,6,"t",60,1,365,17,4.94,"f",0
"23304",4,2,3,"SantaClara",0,2,"t",144,5,180,67,4.93,"f",1
"23305",9,4,5,"SantaClara",0,38,"t",359,3,1125,85,4.8,"f",1
"23306",2,1,1,"SantaClara",0,5,"t",76,1,26,4,5,"f",0
"23307",8,3,5,"SantaClara",0,3,"t",295,7,1125,18,4.44,"f",1
"23308",4,2,2,"SantaClara",0,5,"t",151,1,14,35,4.86,"f",0
"23309",2,1,1,"SantaClara",0,6,"t",63,1,365,28,4.89,"f",0
"23310",7,3,5,"SantaClara",0,38,"t",223,3,1125,61,4.89,"f",1
"23311",2,1,1,"SantaClara",0,18,"t",56,28,31,1,4,"f",0
"23312",2,1,1,"SantaClara",0,39,"t",77,1,1125,161,4.71,"t",1
"23313",6,3,4,"SantaClara",0,38,"t",231,3,1125,91,4.77,"t",1
"23314",1,1,1,"SantaClara",0,4,"t",79,4,1125,12,5,"f",0
"23315",2,1,2,"SantaClara",0,16,"t",149,30,1125,4,4.25,"t",1
"23316",4,2,3,"SantaClara",0,54,"t",108,2,60,68,4.66,"f",1
"23317",6,2,3,"SantaClara",0,39,"t",164,1,1125,158,4.8,"f",1
"23318",5,2,3,"SantaClara",0,4,"t",145,3,335,10,4.7,"f",1
"23319",4,1,1,"SantaClara",0,1,"t",110,30,1125,2,5,"f",1
"23320",2,1,1,"SantaClara",0,18,"t",79,30,365,1,5,"f",0
"23321",9,4,6,"SantaClara",0,1,"t",291,2,27,44,4.91,"f",1
"23322",2,1,1,"SantaClara",0,1,"t",72,30,182,73,4.88,"f",0
"23323",4,2,3,"SantaClara",0,2,"t",150,14,120,10,5,"f",1
"23324",2,1,1,"SantaClara",0,1501,"t",110,31,731,6,4.17,"f",1
"23325",1,1,1,"SantaClara",0,7,"t",52,30,1125,7,5,"f",0
"23326",2,1,1,"SantaClara",0,39,"t",58,1,365,2,5,"t",0
"23327",4,1,2,"SantaClara",0,1,"t",110,31,180,4,5,"f",1
"23328",1,1,2,"SantaClara",0,6,"t",110,30,1125,121,4.95,"f",0
"23329",4,2,3,"SantaClara",0,54,"t",108,2,60,41,4.44,"f",1
"23330",6,1,4,"SantaClara",0,43,"t",86,30,1125,18,4.94,"f",0
"23331",1,1,1,"SantaClara",0,13,"t",55,1,1125,31,4.61,"f",0
"23332",2,1,1,"SantaClara",0,2,"t",168,3,1125,179,5,"f",1
"23333",2,2,2,"SantaClara",0,3,"t",120,60,1125,10,5,"f",1
"23334",1,1,1,"SantaClara",0,13,"t",55,1,1125,24,4.88,"f",0
"23335",2,1,1,"SantaClara",0,1,"t",39,2,365,19,4.68,"f",0
"23336",2,1,1,"SantaClara",0,1501,"t",95,31,731,1,4,"f",1
"23337",2,1,1,"SantaClara",0,53,"t",39,1,365,3,5,"f",0
"23338",4,1,2,"SantaClara",0,45,"t",113,28,30,51,4.75,"f",1
"23339",7,3,3,"SantaClara",0,38,"t",227,31,1125,1,5,"f",1
"23340",1,1,1,"SantaClara",0,5,"t",75,14,365,30,4.97,"f",0
"23341",4,3,3,"SantaClara",0,1,"t",150,2,1125,17,4.82,"t",1
"23342",1,1,1,"SantaClara",0,75,"t",31,2,90,12,4.42,"f",0
"23343",3,1,1,"SantaClara",0,55,"t",229,2,1125,19,4.95,"t",1
"23344",3,1,2,"SantaClara",0,1,"t",137,3,1125,99,4.76,"f",1
"23345",4,2,3,"SantaClara",0,31,"t",92,2,1125,60,4.88,"f",0
"23346",6,2,4,"SantaClara",0,23,"t",248,1,365,15,4.53,"t",1
"23347",2,1,1,"SantaClara",0,2,"t",148,2,300,54,5,"f",1
"23348",2,1,1,"SantaClara",0,4,"t",168,5,365,33,4.76,"t",1
"23349",3,1,1,"SantaClara",0,13,"t",85,31,1125,88,4.43,"f",1
"23350",2,1,1,"SantaClara",0,2,"t",149,45,1125,2,5,"f",1
"23351",2,1,1,"SantaClara",0,4807,"t",168,31,1125,3,5,"f",1
"23352",6,2,4,"SantaClara",0,45,"t",170,28,31,81,4.7,"f",1
"23353",6,2,5,"SantaClara",0,2,"t",199,4,90,28,4.96,"f",1
"23354",2,1,1,"SantaClara",0,4807,"t",161,31,1125,2,5,"f",1
"23355",2,1,1,"SantaClara",0,1501,"t",131,31,731,3,5,"f",1
"23356",3,1,1,"SantaClara",0,2,"t",128,1,180,34,4.94,"t",1
"23357",4,1,1,"SantaClara",0,1,"t",195,21,365,142,4.94,"t",1
